ID	STRUCTURE	FREQUENCY	bahengeast	bahengwest	chuanqiandian	chuanqiandiancentralguizhou	chuanqiandiannortheastyunnan	chuanqiandiansouthernguizhou	luobuoheeastern	luobuohewestern	qiandongeast	qiandongwest	COGNATESETS	CONCEPTS
1055-4	i	4	ʑ	-	ʑ	ʑ	ʑ	ʑ	ts	ʑ	Ø	ʑ	703:0, 5012:0, 5147:0, 3672:0	化 / 祖父 / 融化 / 要
117-3	i	3	ʑ	h	ʂ	ʂ	z	ʐ	s	s	Ø	x	4721:0, 4817:0, 4295:0	肝 / 菜园 / 蕨菜 / 高
780-3	i	3	ʑ	-	k	q	k	tɕ	k	tɕ	k	k	2875:0, 1260:0, 3865:0	外边 / 汤 / 篮子
193-2	i	2	ʑ	-	ʔ	ʔ	ʔ	ʔ	ʔ	ʔ	ʔ	ʔ	527:0, 3886:0	初一 / 簸箕
416-2	i	2	ʑ	tʰ	ʈ	tʂ	ɖʰ	t	ⁿt	t	Ø	t	4709:0, 480:0	凳子 / 菜刀
436-2	i	2	ʑ	-	ʐ	ʐ	z	ʐ	-	-	ʑ	ɣ	2617:0, 4852:0	梨 / 虹
455-2	i	2	ʑ	h	ts	s	ts	ʔ	ʐ	ʐ	ts	ʑ	2687:0, 5128:0	椅子 / 裤子
485-2	i	2	ʑ	Ø	ɬ	ɬ	ɬ	l	Ø	Ø	ɬ	Ø	737:0, 5641:0	十一月 / 十二月 / 正月 / 锄头
645-2	i	2	ʑ	-	ʔ	Ø	z	ʑ	Ø	ȵ	Ø	ʑ	4982:0, 6034:0	蜻蜓 / 鸡冠
730-2	i	2	ʑ	-	Ø	ʐ	v	s	ʑ	ʐ	ʑ	ɣ	3608:0, 3307:0	猪油 / 石头
886-7	i	7	ɬ	ɬ	ɬ	ɬ	ɬ	l	ɬ	Ø	l	l	4060:0, 5629:0, 650:0, 5211:0, 364:0, 2680:0, 3130:0	倒（水） / 割（草） / 棺材 / 烧（山） / 绳子 / 豇豆 / 铁
360-6	i	6	ɬ	ɬ	l	ɬ	l	ɬ	ɬ	ɬ	l	l	424:0, 2817:0, 3839:0, 852:0, 5961:0, 196:0	七月 / 三月 / 九月 / 争 / 二月 / 八月 / 六月 / 十一月 / 十月 / 句 / 四月 / 抢 / 月亮 / 正月 / 水田 / 箩筐 / 骂
683-3	i	3	ɬ	ɬ	l	ɬ	ɬ	l	ɬ	ɬ	l	l	2357:0, 4427:0, 2612:0	月 / 桥 / 脑髓
505-2	i	2	ɬ	Ø	ɬ	ɬ	Ø	ɬ	ˀl	ˀl	Ø	ɬʰ	4426:0, 2131:0	搻 / 脑髓
622-2	i	2	ɬ	l	l	l	l	ɭ	ˀl	ˀl	Ø	l	419:0, 1233:0	兔子 / 埋
13-1	i	1	ɬ	ɬ	ɬ	ɬ	ɬ	ɭ	Ø	ɬ	l	l	5756:0	大 / 长（大）
672-10	i	10	ɕ	tɕʰ	tɬ	tɬ	tɬ	tɕ	t	t	s	tɕʰ	3482:0, 4481:0, 6152:0, 994:0, 3157:0, 3278:0, 5150:0, 4345:0, 5437:0, 4932:0	咸 / 熊 / 狗 / 白 / 胃 / 腰 / 蛋白 / 解开 / 远 / 黑
164-7	i	7	ɕ	s	ʂ	sʰ	ʂ	s	s	s	ɕ	ɕʰ	3780:0, 5518:0, 5383:0, 3812:0, 582:0, 4004:0, 4027:0	刷子 / 热 / 站 / 筋 / 纱 / 纺车 / 轻 / 酸
671-6	i	6	ɕ	-	ʑ	ʑ	ʑ	ʑ	ʑ	ʑ	ʑ	ʑ	423:0, 3702:0, 2688:0, 5013:0, 704:0, 5595:0	八 / 化 / 十八 / 椅子 / 秧 / 融化 / 钥匙
263-5	i	5	ɕ	s	ʐ	s	s	s	ʂ	s	ɕ	ɕʰ	2229:0, 3165:0, 3824:0, 4294:0, 714:0	十一月 / 新 / 熟 / 筛 / 肝
6-3	i	3	ɕ	s	s	ʐ	s	s	s	s	ɕ	ɕʰ	1799:0, 4084:0, 2120:0	想 / 搓 / 缝
536-3	i	3	ɕ	s	tʂ	tʂ	tʂ	ts	ts	ts	Ø	tɕ	14:0, 3149:0, 4980:0	丈 / 照 / 蜡烛
987-3	i	3	ɕ	ɕ	ɕ	ⁿsʰ	Ø	ʑ	ɕ	ɕ	ɕ	ɕʰ	5909:0, 3856:0, 1787:0	怕 / 箱子 / 香
165-2	i	2	ɕ	Ø	ʂ	ʂ	ʂ	ʂ	ʂ	Ø	ɕ	xʰ	5386:0, 2195:0	数（钱） / 输
243-2	i	2	ɕ	s	tɕʰ	tɕʰ	tɕʰ	tɕʰ	qʰ	Ø	tɕʰ	tɕʰ	3367:0, 1324:0	头巾 / 球
251-2	i	2	ɕ	h	Ø	sʰ	Ø	Ø	z	ʔ	h	h	282:0, 4695:0	从前 / 草鞋 / 鞋
290-2	i	2	ɕ	Ø	tɬ	ʑ	ʂ	Ø	s	s	v	Ø	49:0, 4944:0	上边 / 蛋黄
364-2	i	2	ɕ	tɕ	tɕʰ	k	tʂʰ	tɕ	ʑ	ʑ	tɕ	tɕ	5788:0, 2611:0	桥 / 茶叶 / 集市
783-2	i	2	ɕ	s	ʑ	sʰ	Ø	ʂ	s	ʑ	ɕ	ɕʰ	2163:0, 2332:0	收（玉米） / 是
887-2	i	2	ɕ	s	tʰ	Ø	ts	tɕ	tsʰ	ts	ts	sʰ	2469:0, 5444:0	松树 / 连接
868-1	i	1	ɕ	tɕʰ	Ø	Ø	Ø	ⁿts	tsʰ	tsʰ	Ø	Ø	3708:0	称
869-1	i	1	ɕ	ȵ	ʑ	ȵ	ʑ	ʑ	ʑ	ʑ	ɕ	Ø	2333:0	不是 / 对 / 是
682-3	i	3	ȵ	ȵ	n	n̥	Ø	ɳ	ȵ	ȵ	nʲ	nʲ	3383:0, 5884:0, 1771:0	念 / 瓜子 / 种子 / 饭
711-3	i	3	ȵ	ȵ	ȵ	ȵ	ȵ	ȵ	ʔ	ʔ	nʲ	nʲ	1203:0, 3444:0, 207:0	二十 / 住 / 坐 / 生
348-2	i	2	ȵ	tɕ	Ø	sʰ	Ø	s	n	n	ɕ	ɕ	8:0, 4188:0	七月 / 老虎
727-2	i	2	ȵ	l	ɬ	ɬ	ɬ	l	ˀl	ˀl	l	l	4933:0, 4889:0	七月 / 八月 / 六月 / 十月 / 月亮 / 蚊子 / 蛋白
752-2	i	2	ȵ	Ø	ɬ	ɬ	ɬ	l	l	l	s	ɬ	36:0, 2095:0	三月 / 九月 / 二月 / 五月 / 四月 / 换
1044-8	i	8	ŋ̩	ȵ	ȵ	ȵ	ȵ	ȵ	ȵ	ȵ	nʲ	nʲ	4824:0, 380:0, 3728:0, 2985:0, 393:0, 3000:0, 3445:0, 845:0	偷 / 儿媳 / 口水 / 浅 / 浓 / 生 / 稠（浊） / 薄
577-3	i	3	ŋ̩	ŋ̩	ȵ	ŋ	ȵ	ŋ	Ø	Ø	Ø	n	762:0, 6105:0, 430:0	公牛 / 十月 / 母牛 / 水牛 / 牛 / 牛圈 / 牛犊 / 牛肉 / 皮 / 黄牛 / （牛）角
1024-3	i	3	ŋ̥	ŋ̥	Ø	n	Ø	ȵ	ȵ	ȵ	nʲ	nʲ	5555:0, 4306:0, 3319:0	猫 / 肠子 / 重
42-3	i	3	ŋʷ	-	v	v	v	-	Ø	Ø	v	v	3407:0, 1342:0, 3830:0	女婿 / 瓦 / 筛子
694-5	i	5	ŋ	ŋ	tɬ	Ø	tɬ	Ø	p	p	ŋ	ŋ	1816:0, 3765:0, 4316:0, 4442:0, 4604:0	懒 / 牛肉 / 猪肉 / 瘦肉 / 窄 / 羊肉 / 肉 / 肥肉 / 脖子 / 芽
49-2	i	2	ŋ	ȵ	n	n	Ø	n	ʔ	Ø	ȵ	Ø	787:0, 208:0	二十 / 压
897-2	i	2	ŋ	Ø	Ø	Ø	Ø	Ø	n	ŋ	Ø	ŋ	1518:0, 489:0	凶 / 小孩
756-6	i	6	Ø	ŋ	ȵ	ȵ	ȵ	ȵ	ȵ	ȵ	nʲ	n	1051:0, 4392:0, 4671:0, 2799:0, 392:0, 5249:0	儿媳 / 哭 / 嫂子 / 水牛 / 胡须 / 草 / 贼
621-4	i	4	Ø	q	k	k	k	Ø	qʷ	qʷ	k	q	3373:0, 2370:0, 5418:0, 568:0	中间 / 刮 / 朋友 / 瓜 / 瓜子 / 过（桥） / 黄瓜
774-4	i	4	Ø	n	n	pʰ	Ø	ȵ	ȵ	ȵ	n	Ø	63:0, 692:0, 2855:0, 5776:0	下午 / 包谷 / 汗 / 难
643-3	i	3	Ø	Ø	ʈ	tʰ	ʈ	ʈ	ʈ	ʈ	tʰ	tʰ	5113:0, 547:0, 1154:0	刨子 / 回来 / 戴（手镯） / 穿（鞋） / 装
819-3	i	3	Ø	tɕ	tʂ	tʂ	tʂ	ʂ	ʐ	ʐ	Ø	Ø	3628:0, 4388:0, 481:0	凳子 / 砖 / 胖 / 门
28-2	i	2	Ø	qʰ	ⁿq	ⁿq	ⁿq	ⁿk	ⁿq	ⁿq	Ø	q	4679:0, 6047:0	草房 / 鸽子
53-2	i	2	Ø	n̥	Ø	n	n	Ø	n	n	nʲ	n	1599:0, 2297:0	岁 / 年 / 明天 / 明年
111-2	i	2	Ø	t	tʂʰ	tʂʰ	tsʰ	t	tsʰ	tsʰ	tɕʰ	sʰ	3767:0, 5664:0	窗子 / 锉子
125-2	i	2	Ø	t	t	ⁿt	dʱ	tɕʰ	ⁿt	ⁿt	ts	Ø	1889:0, 6185:0	手指 / 齐
135-2	i	2	Ø	Ø	ʑ	tʂ	Ø	ⁿʈ	ʔʑ	ʔʑ	ʑ	ʑ	5881:0, 906:0	后天 / 飞
146-2	i	2	Ø	tʰ	t	t	d	t	Ø	t	tɕ	Ø	87:0, 950:0	下边 / 吹火筒
190-2	i	2	Ø	ŋ	Ø	Ø	Ø	Ø	ŋ	ŋ	ŋ	ŋ	3170:0, 5954:0	熬 / 马鞍
235-2	i	2	Ø	Ø	Ø	s	Ø	Ø	ʑ	ʑ	ʑ	x	3235:0, 126:0	丑 / 牛圈
259-2	i	2	Ø	qʰ	q	q	Ø	Ø	ʔ	Ø	k	q	2581:0, 1602:0	左边 / 树梢
283-2	i	2	Ø	Ø	ʈ	tʂ	t	Ø	t	t	Ø	t	4364:0, 4762:0	背 / 葫芦
299-2	i	2	Ø	Ø	ʂ	sʰ	s	s	s	s	s	ɕ	5281:0, 3938:0	后天 / 糠 / 起来
322-2	i	2	Ø	Ø	Ø	ʑ	z	ⁿʐ	ʑ	ʑ	ʑ	ʑ	434:0, 4144:0	八月 / 公牛 / 母牛 / 牛 / 牛犊 / 牛肉 / 美 / 黄牛
393-2	i	2	Ø	Ø	Ø	tsʰ	ts	ʂ	tsʰ	ts	tsʰ	tɕʰ	5663:0, 1545:0	尺子 / 锉子
420-2	i	2	Ø	t	tʂʰ	p	tʂʰ	Ø	v	p	Ø	Ø	5053:0, 4222:0	耙 / 衣袋
446-2	i	2	Ø	-	Ø	k	ⁿq	ⁿk	-	-	Ø	tɕ	5240:0, 1891:0	手指 / 贵
517-2	i	2	Ø	ʔ	ts	s	dz	Ø	ts	ts	ts	s	2535:0, 509:0	凿子 / 柴刀
551-2	i	2	Ø	t	tɕ	t	ʈ	Ø	tɕ	tɕ	k	t	4914:0, 3082:0	灯 / 灯笼 / 臭虫 / 苍蝇 / 虫 / 虱子 / 虾 / 蚂蚁 / 蚂蟥 / 蚊子 / 蚯蚓 / 蛆 / 蛔虫 / 蜜蜂 / 蝴蝶 / 螃蟹 / 黄鳝
557-2	i	2	Ø	Ø	tsʰ	tɕʰ	Ø	tɕ	tɕʰ	ts	ts	tɕʰ	5433:0, 1245:0	墙 / 进（屋）
575-2	i	2	Ø	Ø	tɬ	tɬ	tɬ	ʈ	ⁿd	ʈ	t	t	3488:0, 1153:0	回来 / 白糖
603-2	i	2	Ø	Ø	tɬʰ	ⁿtʰ	ⁿt	ⁿt	ⁿt	ⁿt	tʰ	Ø	971:0, 5318:0	呕吐 / 跳
638-2	i	2	Ø	tɕ	tʂʰ	s	tsʰ	ʑ	z	z	ɕ	ɕ	1527:0, 951:0	吹火筒 / 少
696-2	i	2	Ø	nʲ	Ø	Ø	ɳ	Ø	ȵ	ȵ	nʲ	m	4237:0, 6168:0	耳环 / 鼻子 / 鼻涕
721-2	i	2	Ø	pʰ	p	p	Ø	p	p	p	Ø	ɬ	757:0, 2661:0	十四 / 棉衣
835-2	i	2	Ø	Ø	ⁿk	tɕ	tsʰ	ⁿtɕ	ⁿg	ⁿg	Ø	Ø	1815:0, 3957:0	懒 / 紧
973-2	i	2	Ø	l	l	ɬ	l	l	l	ⁿp	l	l	630:0, 4994:0	剥 / 蝴蝶
1035-2	i	2	Ø	Ø	tsʰ	Ø	tsʰ	ⁿts	ⁿtsʰ	ⁿtsʰ	Ø	Ø	1235:0, 1208:0	块 / 堵塞
7-1	i	1	Ø	ɬ	Ø	l	l	l	ɬ	ɬ	l	l	228:0	五月
26-1	i	1	Ø	Ø	Ø	ⁿq	Ø	Ø	Ø	qʷ	k	Ø	2038:0	挂
77-1	i	1	Ø	k	Ø	Ø	Ø	Ø	tɕʰ	tɕʰ	Ø	Ø	3368:0	球
131-1	i	1	Ø	Ø	h	Ø	Ø	Ø	χʷ	χ	Ø	Ø	5545:0	里边
155-1	i	1	Ø	Ø	Ø	sʰ	Ø	Ø	tsʰ	q	Ø	tɕ	5640:0	锄头
209-1	i	1	Ø	Ø	Ø	p	Ø	Ø	p	Ø	Ø	m	5531:0	醒
214-1	i	1	Ø	Ø	ⁿt	Ø	ⁿdʱ	ⁿt	Ø	Ø	Ø	Ø	1294:0	天
216-1	i	1	Ø	Ø	Ø	n̥	Ø	Ø	ɳ	n̥	Ø	Ø	3683:0	种子
236-1	i	1	Ø	Ø	Ø	q	k	Ø	qʷ	Ø	Ø	Ø	467:0	冬瓜 / 葫芦
255-1	i	1	Ø	Ø	ts	Ø	ts	Ø	ⁿts	ts	Ø	Ø	367:0	借（钱）
311-1	i	1	Ø	Ø	h	Ø	Ø	w	-	x	Ø	h	1319:0	头发
320-1	i	1	Ø	Ø	Ø	h	Ø	Ø	χ	χʷ	Ø	Ø	3769:0	窗子
335-1	i	1	Ø	ɬ	Ø	l	l	ɭ	ɬ	ɬ	l	l	735:0	十二月
367-1	i	1	Ø	Ø	ʈʰ	Ø	tɬ	Ø	ʈʰ	ʈʰ	Ø	Ø	2006:0	拔
384-1	i	1	Ø	Ø	Ø	Ø	Ø	tɕ	z	ð	Ø	Ø	3074:0	火钳
390-1	i	1	Ø	ȵ	n	n̥	Ø	Ø	ȵ	n̥	n	n	138:0	中午
394-1	i	1	Ø	Ø	ɬ	Ø	Ø	ɬ	Ø	Ø	Ø	l	4467:0	脱（衣）
404-1	i	1	Ø	tɕʰ	ⁿtʂ	t	ʑ	s	tsʰ	ʈʰ	tsʰ	tsʰ	5677:0	火药 / 锍
430-1	i	1	Ø	Ø	Ø	ⁿsʰ	Ø	Ø	Ø	Ø	s	sʰ	2958:0	洗（衣）
496-1	i	1	Ø	nʲ	Ø	Ø	Ø	s	-	-	Ø	Ø	294:0	仓库
498-1	i	1	Ø	Ø	ⁿʈʰ	ⁿtʂʰ	ⁿʈʰ	ⁿʈ	ⁿʈʰ	ⁿʈʰ	Ø	Ø	5131:0	裹腿布
519-1	i	1	Ø	tɕʰ	tʂʰ	Ø	tɕ	tɕ	tsʰ	tsʰ	Ø	t	2948:0	泥鳅
534-1	i	1	Ø	Ø	Ø	ʂʰ	Ø	Ø	Ø	Ø	s	sʰ	3948:0	米 / 糯米
542-1	i	1	Ø	Ø	ʑ	ʑ	ʂ	Ø	s	ts	Ø	ʑ	5229:0	贱
566-1	i	1	Ø	Ø	n	m	Ø	ɳ	m	m	m	m	2545:0	柿子
664-1	i	1	Ø	h	Ø	ʔ	ʔ	ʔ	ʔ	Ø	Ø	ʔ	3034:0	水瓢 / 游
667-1	i	1	Ø	s	Ø	Ø	z	Ø	Ø	ʐ	Ø	Ø	2505:0	柜子
677-1	i	1	Ø	tɕ	Ø	Ø	Ø	s	ʐ	ʐ	Ø	Ø	4315:0	肥肉
686-1	i	1	Ø	Ø	Ø	k	k	Ø	k	k	Ø	kʰ	2190:0	敢
702-1	i	1	Ø	Ø	t	Ø	ʈ	ʂ	Ø	Ø	Ø	Ø	2053:0	指甲
714-1	i	1	Ø	k	Ø	q	Ø	Ø	ʔ	Ø	Ø	Ø	869:0	右边
732-1	i	1	Ø	Ø	Ø	tʂ	dʱ	Ø	Ø	Ø	Ø	t	5764:0	门
735-1	i	1	Ø	n	Ø	Ø	Ø	Ø	ŋ	ŋ	nʲ	Ø	993:0	咸
739-1	i	1	Ø	tɕ	ʂ	ʂ	Ø	ʐ	Ø	l	Ø	Ø	5248:0	贼
754-1	i	1	Ø	Ø	ⁿp	Ø	ⁿbʰ	ⁿp	ⁿb	p	Ø	Ø	6005:0	鳞
762-1	i	1	Ø	Ø	ⁿtʰ	Ø	tʂʰ	Ø	Ø	ʈʰ	Ø	Ø	5646:0	锄（革）
813-1	i	1	Ø	Ø	Ø	Ø	t	Ø	ⁿtɕ	Ø	tʰ	Ø	4984:0	蜻蜓
850-1	i	1	Ø	Ø	Ø	h	ɕ	ɦ	χ	χ	h	h	5204:0	豆腐
852-1	i	1	Ø	ʔ	h	Ø	Ø	ɦ	m	ʔ	Ø	ʔ	4028:0	坛子 / 纺车
873-1	i	1	Ø	Ø	ⁿtɕʰ	Ø	ⁿtɕʰ	ⁿtɕ	ⁿtɕʰ	ⁿtɕʰ	Ø	Ø	3116:0	烟
906-1	i	1	Ø	s	Ø	Ø	Ø	ʐ	Ø	ȵ	Ø	ɕʰ	1921:0	扣子
912-1	i	1	Ø	tʰ	Ø	Ø	ʔ	ʔ	Ø	Ø	Ø	Ø	802:0	厨房
931-1	i	1	Ø	q	Ø	Ø	qʰ	Ø	ʁ	Ø	Ø	Ø	4594:0	花生
989-1	i	1	Ø	ŋ	Ø	Ø	Ø	Ø	p	p	Ø	ɕʰ	5062:0	衣领
1005-1	i	1	Ø	t	ⁿt	h	ⁿʈʂ	-	ⁿt	ⁿt	t	t	1079:0	啄木鸟 / 树梢 / 樹枝
1050-1	i	1	Ø	t	tɬ	ʔ	Ø	Ø	t	t	Ø	Ø	216:0	云
1074-1	i	1	Ø	Ø	tʂ	Ø	ʂ	s	ts	ts	Ø	ʑ	1036:0	什么 / 哪个
345-3	i	3	v	-	ʂ	Ø	Ø	w	-	-	v	ɣ	1341:0, 5654:0, 3959:0	女婿 / 累 / 锅
804-1	i	1	v	Ø	v	v	v	-	Ø	Ø	Ø	Ø	3536:0	盖（被）
903-5	i	5	tʰ	t	t	t	dʱ	t	Ø	ð	t	t	1069:0, 6220:0, 926:0, 3811:0, 5325:0	吠 / 咬 / 啃 / 等 / 踩 / （花）开
412-4	i	4	tʰ	tʰ	tʰ	tʂ	dʐ	t	tʰ	tʰ	tʰ	Ø	2622:0, 2833:0, 420:0, 2011:0	兔子 / 拖 / 梯子 / 水桶 / 水缸
215-3	i	3	tʰ	tʰ	t	t	t	t	ⁿʈ	ⁿʈ	t	t	5250:0, 2604:0, 3729:0	桌子 / 独子 / 稠（浊） / 贼
480-3	i	3	tʰ	tʰ	ⁿt	tʰ	tʰ	ʈ	Ø	tʰ	tʰ	tʰ	2623:0, 2793:0, 5873:0	梯子 / 水桶 / 水缸 / 风箱
669-3	i	3	tʰ	t	t	t	d	t	t	t	t	t	5198:0, 2562:0, 977:0	和 / 手 / 树干 / 筋 / 豆 / 黄豆
894-3	i	3	tʰ	t	ⁿʈ	ⁿtɬ	ⁿd	ⁿʈ	ⁿɖ	ⁿɖ	t	Ø	5210:0, 5349:0, 6223:0	豇豆 / 躲避 / （衣）破
423-2	i	2	tʰ	tɕ	t	t	d	t	z	ð	t	t	1043:0, 1285:0	哪里 / 大家
822-2	i	2	tʰ	t	Ø	ⁿt	Ø	Ø	ⁿd	ⁿd	Ø	Ø	4744:0, 5476:0	萝卜 / 逃跑
900-2	i	2	tʰ	t	tʂʰ	tʰ	ⁿts	ⁿʈ	tʰ	tʰ	tʰ	t	5467:0, 41:0	上午 / 退
932-1	i	1	tʰ	tʰ	tʂʰ	Ø	tʂʰ	Ø	Ø	Ø	Ø	Ø	1539:0	尺 / 尺子
635-4	i	4	tɕʰ	tɕ	tʂ	s	tʂ	s	z	z	Ø	ɕ	77:0, 3011:0, 5565:0, 510:0	下巴 / 凿子 / 淡 / 野鸡
879-3	i	3	tɕʰ	tɕ	tɕ	k	tɕ	tɕ	ts	tsʰ	tɕ	tɕ	5965:0, 4861:0, 1365:0	妹妹 / 虾 / 骑
328-2	i	2	tɕʰ	Ø	s	Ø	s	ʐ	ʑ	-	Ø	t	868:0, 3617:0	右边 / 石磨
338-2	i	2	tɕʰ	Ø	ⁿt	t	ts	t	ⁿt	ⁿt	ts	t	2383:0, 3647:0	木匠 / 碗
806-2	i	2	tɕʰ	Ø	ⁿt	ⁿt	ⁿt	ⁿt	ⁿʈ	ⁿʈ	ts	t	2201:0, 2241:0	打（人） / 敲 / 旁边
1020-2	i	2	tɕʰ	Ø	tɕʰ	tɕ	ⁿts	tɕ	ʑ	Ø	Ø	tɕ	5618:0, 1601:0	左边 / 钳子
229-1	i	1	tɕʰ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɕ	tɕʰ	1063:0	唱
736-1	i	1	tɕʰ	tɕʰ	Ø	Ø	Ø	tsʰ	Ø	Ø	tsʰ	tsʰ	5355:0	车
1075-15	i	15	tɕ	-	tɕ	tɕ	tɕ	tɕ	tɕ	tɕ	tɕ	tɕ	4949:0, 4905:0, 834:0, 5868:0, 372:0, 927:0, 2185:0, 160:0, 4795:0, 3178:0, 2969:0, 2030:0, 1756:0, 1168:0, 3107:0	九 / 假 / 发烧 / 吠 / 囱 / 忙 / 急 / 拴（牛） / 救 / 活 / 炒 / 燃 / 牵 / 蒸 / 蚯蚓 / 蛔虫 / 身体 / 风
78-9	i	9	tɕ	tɕ	tɕ	tɕ	tɕ	tɕ	tɕ	tɕ	tɕ	tɕ	2430:0, 5523:0, 361:0, 3956:0, 4794:0, 5506:0, 1275:0, 5869:0, 4656:0	倒（下） / 多 / 杉树 / 煮 / 甜酒 / 紧 / 茶 / 蒸 / 酒 / 酒杯 / 醉 / 风
525-9	i	9	tɕ	tɕ	ts	s	s	s	ts	ts	ts	ɕ	2169:0, 1196:0, 4355:0, 5533:0, 633:0, 3423:0, 640:0, 2145:0, 3467:0	丑 / 剪 / 剪刀 / 坏 / 摸 / 放（牛） / 甑子 / 痒 / 胆 / 臭 / 醒
303-3	i	3	tɕ	tɕ	Ø	s	n	ʐ	z	ð	ts	ts	3565:0, 5583:0, 6221:0	真 / 瞎子 / 钟 / （花）开
418-3	i	3	tɕ	tɕ	ts	s	Ø	s	z	z	ʑ	s	5613:0, 5563:0, 1451:0	害羞 / 野鸡 / 钱
863-3	i	3	tɕ	tɕ	ʑ	ʑ	ⁿʈʂ	ʑ	ts	ts	ts	ɕ	4895:0, 5891:0, 3422:0	甑子 / 蚊帐 / 饱
204-2	i	2	tɕ	Ø	q	q	q	h	q	ʁ	m	q	1500:0, 1107:0	喉咙 / 将来
361-2	i	2	tɕ	tɕ	tɕ	tɕʰ	z	tɕ	t	t	Ø	tɕ	4497:0, 1385:0	姐姐 / 自己
443-2	i	2	tɕ	Ø	ʂ	ʐ	Ø	Ø	tsʰ	tsʰ	s	ɕʰ	2447:0, 2892:0	村寨 / 沙子
463-2	i	2	tɕ	tɕ	ⁿʈ	ⁿtʂ	ⁿʈ	ⁿʈ	ⁿɖ	ⁿɖ	tɕʰ	Ø	5691:0, 4406:0	胸脯 / 锣 / 鼓
596-2	i	2	tɕ	tɕ	ɕ	sʰ	ɕ	tɕ	ts	ts	tɕ	tɕ	277:0, 4979:0	今年 / 去年 / 岁 / 年 / 年纪 / 蜡烛
716-2	i	2	tɕ	tɕ	ⁿtɕ	tɕ	ⁿtɕ	ⁿtɕ	ⁿtɕ	ⁿtɕ	tɕ	Ø	5159:0, 1166:0	囱 / 记得
827-2	i	2	tɕ	Ø	Ø	Ø	tsʰ	Ø	ⁿts	ⁿts	Ø	t	1531:0, 1792:0	尖 / 急
842-2	i	2	tɕ	t	tsʰ	t	ts	Ø	tɕ	tɕ	Ø	s	1283:0, 38:0	三月 / 大家 / 猴子
1049-2	i	2	tɕ	tɕ	ɕ	sʰ	t	s	t	ts	s	sʰ	5528:0, 2307:0	明年 / 醒
428-1	i	1	tɕ	tɕ	ɕ	s	ɕ	tɕ	z	z	ɕ	ɕ	4:0	七 / 十七
1022-1	i	1	tɕ	Ø	ʐ	ⁿz	tɕʰ	Ø	Ø	ⁿdz	ts	Ø	6084:0	麻雀
217-1	i	1	tsʰ	h	tʂʰ	ʂ	tʂʰ	ʐ	ʂ	s	Ø	Ø	3826:0	筛 / 筛子
583-1	i	1	tsʰ	Ø	Ø	Ø	Ø	s	ⁿdz	Ø	Ø	Ø	4253:0	聪明
982-1	i	1	tsʰ	Ø	ʈ	tɕ	k	Ø	tɕ	tɕ	Ø	Ø	5860:0	韭菜
1038-1	i	1	tsʰ	Ø	tsʰ	Ø	Ø	Ø	tsʰ	tsʰ	tsʰ	Ø	3296:0	猜
415-4	i	4	ts	s	ts	ts	ts	s	ts	ts	ts	s	3098:0, 1923:0, 1452:0, 2536:0	害羞 / 扣子 / 柴刀 / 灶 / 锥子
574-3	i	3	ts	t	Ø	ⁿp	ⁿts	ts	tsʰ	ts	ts	p	3184:0, 3855:0, 5356:0	燕子 / 箱子 / 车
598-3	i	3	ts	tɕʰ	tɕʰ	tɕʰ	tɕʰ	tɕ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	1936:0, 4269:0, 2261:0	扫 / 扫帚 / 旗子 / 肚子
839-3	i	3	ts	t	ts	tʰ	dʱ	Ø	tɕʰ	t	Ø	s	5186:0, 803:0, 1246:0	厨房 / 墙 / 谜语
929-3	i	3	ts	tɕ	ʈʰ	tʂʰ	ʈʰ	ʈ	ʈʰ	ʈʰ	s	s	2116:0, 1671:0, 4018:0	床 / 插 / 纺
948-3	i	3	ts	q	ts	tɕʰ	ts	ts	ts	tɕʰ	Ø	t	581:0, 4283:0, 195:0	争 / 刷子 / 肚脐
80-2	i	2	ts	t	t	t	ⁿdzʱ	Ø	t	t	t	t	1549:0, 5407:0	尾巴 / 辫子
268-2	i	2	ts	tɕ	tɕ	k	ⁿg	tɕ	tɕ	q	k	tɕ	4634:0, 2498:0	架子 / 茄子
406-2	i	2	ts	qʰ	Ø	tɕ	ⁿt	-	ʑ	ʑ	t	tɕ	2715:0, 2572:0	树根 / 樹枝
426-2	i	2	ts	q	kʰ	ʑ	k	Ø	k	ⁿqʰ	q	tɕʰ	5331:0, 1935:0	扫帚 / 蹄
631-2	i	2	ts	Ø	ⁿts	ʐ	ts	t	ʈ	t	ts	t	6063:0, 2723:0	橘子 / 麻子
781-2	i	2	ts	tɕ	ts	ts	ts	ʂ	tsʰ	ts	Ø	Ø	2600:0, 3770:0	尺子 / 桃 / 窗子 / 袜子
996-2	i	2	ts	t	tɬ	tɬ	tɬ	h	Ø	Ø	s	Ø	3500:0, 1148:0	十四 / 四月 / 白菜
1016-2	i	2	ts	Ø	ⁿtɕ	ⁿtɕ	ⁿtɕ	ⁿtɕ	ⁿkʰ	ⁿkʰ	Ø	tɕʰ	2484:0, 1942:0	扬尘 / 枕头
1056-2	i	2	ts	tɕ	tɕ	tɕ	tɬʰ	tɕ	ts	Ø	ts	Ø	4249:0, 5728:0	哑巴 / 瞎子 / 聋子 / 跛子 / 镜子 / 鸽子
