ID	STRUCTURE	FREQUENCY	bahengeast	bahengwest	chuanqiandian	chuanqiandiancentralguizhou	chuanqiandiannortheastyunnan	chuanqiandiansouthernguizhou	luobuoheeastern	luobuohewestern	qiandongeast	qiandongwest	COGNATESETS	CONCEPTS
278-2	n	2	o	a	Ø	a	y	o	o	u	i	ẽ	2018:2, 120:1	不是 / 拳 / 没有
308-2	n	2	o	u	ua	a	a	a	o	o	e	ɔ	2002:1, 5891:1	拍 / 饱
488-2	n	2	o	Ø	Ø	ɛ	ə	əu	ei	i	Ø	i	3527:1, 2416:2	木耳 / 盐
535-2	n	2	o	Ø	Ø	ɛ	Ø	æ	ai	i	Ø	ei	4897:2, 5812:1	房子 / 柱子 / 瓦房 / 草房 / 蚊帐 / 霜
620-2	n	2	o	o	o	ə	o	o	ə	ə	o	u	1440:2, 2308:1	守（庄稼） / 明年
687-2	n	2	o	a	ɔ	o	au	ɔ	e	e	o	a	2742:2, 5062:1	歌 / 衣领
699-2	n	2	o	a	u	ɯ	y	o	u	u	ei	ua	4319:1, 4318:1	肩膀
875-2	n	2	o	o	u	e	a	a	a	ɑ	Ø	a	4533:1, 49:1	上边 / 舂
738-13	n	13	i	ei	ɔ	o	au	ɔ	u	u	o	ɔ	1679:1, 5155:1, 4429:1, 1319:1, 5113:1, 2226:1, 1341:2, 3155:1, 2483:1, 4269:1, 365:2, 323:1, 6125:1	会（写） / 倒（水） / 头 / 头发 / 女婿 / 开水 / 戴（手镯） / 斧子 / 枕头 / 煮 / 知道 / 穿（鞋） / 肚子 / 脑髓 / 装 / 认识 / 黄豆 / （水）开
737-10	n	10	i	i	i	i	i	i	i	i	i	i	2783:1, 3803:1, 2260:1, 3178:1, 4656:1, 6184:1, 5486:1, 5450:1, 1756:1, 5869:1	忙 / 急 / 旗子 / 比 / 燃 / 笔 / 茶 / 迟 / 那 / 风 / 齐
760-5	n	5	i	o	au	õ	o	o	u	o	i	o	2333:1, 4315:1, 4388:1, 2834:1, 5664:1	不是 / 对 / 是 / 水缸 / 肥肉 / 胖 / 锉子
105-4	n	4	i	i	ɔ	o	au	o	o	o	o	o	4168:1, 4165:1, 1148:2, 1792:1	公鸡 / 十四 / 四月 / 急 / 棺材 / 老 / 老太太 / 老头儿
211-4	n	4	i	i	i	a	i	i	a	ɑ	a	a	423:2, 737:1, 364:1, 4115:1	倒（水） / 八 / 十一月 / 十二月 / 十八 / 正月 / 罐子
347-4	n	4	i	Ø	u	ɯ	u	əu	u	u	y	ei	5386:1, 1091:1, 4980:1, 3286:1	喂（猪） / 独子 / 蜡烛 / 输
375-4	n	4	i	i	Ø	ã	a	æ	e	e	eu	e	5613:1, 1599:1, 4197:1, 4628:1	岁 / 年 / 明年 / 水田 / 老鹰 / 苦 / 钱
355-3	n	3	i	Ø	o	ə	u	o	o	ɑ	ɔ	eɯ	4033:1, 714:1, 3709:2	十一月 / 称 / 织布机
419-3	n	3	i	u	o	õ	au	a	ei	ə	o	o	2484:1, 2213:1, 913:1	后面 / 斗笠 / 枕头 / 磨（面）
468-3	n	3	i	ei	i	ɛ	ʅ	i	i	e	i	e	3224:1, 1539:1, 1350:1	奶汁 / 尺 / 尺子 / 牙齿
524-3	n	3	i	ei	au	o	Ø	ɔ	ɛ	ə	i	a	2332:1, 906:1, 4354:1	后天 / 是 / 胆
572-3	n	3	i	i	a	ẽ	i	e	i	i	i	e	2430:1, 4215:1, 2969:1	杉树 / 活 / 犁 / 耕
750-3	n	3	i	ei	ɔ	o	au	o	y	o	o	ɔ	4437:1, 5873:1, 3057:1	漏 / 脓 / 风箱
847-3	n	3	i	i	ɔ	o	au	ɔ	əu	u	ɔ	ɔ	4047:1, 4818:2, 5837:2	布 / 白菜 / 织（布） / 菜 / 蕨菜 / 面粉
922-3	n	3	i	i	ɔ	a	au	ɔ	o	i	o	ɔ	5847:1, 509:1, 4721:1	凿子 / 菜园 / 鞋
1026-3	n	3	i	i	a	õ	u	ua	i	e	i	a	2622:1, 5211:1, 1460:2	容易 / 梯子 / 豇豆
1051-3	n	3	i	i	ai	ə	ai	ə	o	o	e	o	5723:1, 5480:1, 515:1	分 / 选 / 锯 / 锯子
40-2	n	2	i	Ø	i	i	i	ei	i	e	i	i	767:1, 282:1	一 / 从前 / 半夜
96-2	n	2	i	i	a	Ø	a	æ	a	i	e	æ	2875:2, 3347:1	汤 / 猴子
162-2	n	2	i	a	e	ɛ	a	æ	a	ə	u	e	52:1, 208:1	上边 / 二十 / 刨子 / 姐姐 / 心脏 / 旁边
199-2	n	2	i	i	i	o	au	o	i	i	i	u	3956:1, 87:1	下边 / 紧
250-2	n	2	i	o	ɔ	ə	au	u	u	u	ɛ	ue	2201:1, 1898:1	手镯 / 打（人） / 敲
475-2	n	2	i	Ø	ɔ	o	au	o	u	u	ɔ	ɔ	5002:2, 3745:2	穿山甲 / 螃蟹
512-2	n	2	i	i	ai	e	ai	e	e	æ	ei	i	5965:1, 4557:2	舌 / 骑
553-2	n	2	i	ei	i	ɯ	ɿ	ɪ	u	u	ɿ	i	2687:1, 5634:1	椅子 / 锁
733-2	n	2	i	i	i	e	a	i	i	e	i	e	1127:1, 6034:2	嗅 / 鸡冠
744-2	n	2	i	i	u	ɯ	aɯ	ɔ	y	u	ue	ua	1549:1, 3812:1	尾巴 / 筋
837-2	n	2	i	ei	u	ɯ	y	əu	y	Ø	ue	æ	6215:1, 3113:2	烂 / （猪）拱（土）
898-2	n	2	i	ei	Ø	a	Ø	Ø	Ø	Ø	e	e	5325:1, 3491:1	白糖 / 红糖 / 踩
934-2	n	2	i	a	u	ə	y	u	u	u	Ø	e	1043:1, 1035:1	哪个 / 哪里
954-2	n	2	i	ei	ai	e	a	e	e	e	Ø	e	77:1, 5444:1	下巴 / 连接
974-2	n	2	i	ei	au	ẽ	e	ɔ	i	Ø	ɔ	eu	4709:2, 2611:1	桥 / 菜刀
975-2	n	2	i	i	Ø	ə̃	aɯ	ɔ	i	o	Ø	ɔ	4345:1, 2560:1	树干 / 胃
1046-2	n	2	i	ei	eu	ə	au	ɯ	ei	e	o	o	3636:1, 2050:2	指甲 / 破裂
163-1	n	1	i	au	i	o	Ø	Ø	u	o	Ø	e	1283:1	大家
856-1	n	1	i	i	i	Ø	au	i	ə	ə	a	ei	2238:1	头发 / 手指 / 方 / 毛 / 眉毛
247-22	n	22	eu	eu	eu	ə	ey	ə	o	o	o	o	3780:1, 5523:1, 1075:1, 5281:1, 5903:1, 6220:1, 994:1, 3130:1, 5150:1, 2441:1, 332:1, 5506:1, 3515:1, 3523:1, 4452:1, 3513:1, 5640:1, 831:1, 1736:2, 3865:1, 1942:1, 4932:1	书 / 伞 / 双 / 咸 / 啄 / 心脏 / 扬尘 / 挖 / 李子 / 烧（山） / 皮 / 皮肤 / 站 / 篮子 / 纸 / 脚 / 蛋白 / 解开 / 起来 / 酒 / 酒杯 / 醉 / 锄头 / 首 / （花）开
88-4	n	4	eu	i	ɔ	o	au	ɔ	i	o	eu	ɔ	4732:2, 1342:1, 4603:1, 5288:1	女婿 / 芽 / 菜油 / 跌倒 / 醉
723-3	n	3	eu	au	eu	Ø	ai	ə	o	o	o	o	5307:1, 2532:1, 4984:1	指 / 柴 / 火 / 脚 / 蜻蜓 / 跛子
25-2	n	2	eu	au	u	ɯ	Ø	əu	y	ɑ	u	u	2163:1, 5028:1	收（玉米） / 螺蛳
413-2	n	2	eu	eu	a	ə	ɯ	ua	u	o	a	æ̃	5563:1, 912:1	后面 / 野鸡
793-2	n	2	eu	u	o	ə̃	a	o	o	o	eu	u	5250:1, 3307:1	独子 / 猪油 / 贼
945-2	n	2	eu	eu	ua	õ	o	Ø	ei	ei	a	æ̃	5829:1, 4926:2	蛋 / 青蛙
642-7	n	7	ei	ai	a	õ	aɯ	ua	e	i	a	æ̃	4959:1, 4586:1, 3885:2, 4958:1, 4722:1, 4888:1, 4944:1	簸箕 / 花 / 菜园 / 虫 / 蚊子 / 蛋黄 / 蜘蛛
198-4	n	4	ei	ei	o	i	ai	ei	i	e	e	ei	2440:2, 4050:2, 1034:1, 2492:1	哪个 / 李子 / 果子 / 柿子 / 桃 / 梨 / 结（果）
740-4	n	4	ei	ei	o	ẽ	o	o	o	o	i	eu	5159:1, 2030:1, 6055:1, 6205:1	拴（牛） / 记得 / 鹅 / （火）灭
841-4	n	4	ei	e	e	ĩ	ɯ	e	ɑ	ə	Ø	ei	1686:1, 4679:1, 257:1, 4492:1	人 / 弓 / 樹枝 / 腿 / 草房
296-3	n	3	ei	ei	i	i	i	ei	i	e	e	a	3398:2, 1349:1, 4995:1	奶汁 / 瓜藤 / 葡萄 / 蝴蝶
309-3	n	3	ei	i	ua	ã	a	Ø	ə	u	ei	e	5528:1, 5407:1, 3033:1	游 / 辫子 / 醒
313-3	n	3	ei	a	ua	u	a	a	a	ɑ	Ø	ue	2460:1, 5687:1, 2145:1	摸 / 来 / 纺车 / 错
491-3	n	3	ei	ei	u	ɯ	y	u	u	u	ue	æ	3584:2, 5384:1, 4438:1	睡觉 / 脓 / 轻
538-3	n	3	ei	ai	a	a	Ø	ɪ	a	ɑ	a	a	4913:1, 3492:1, 3439:1	甜 / 甜酒 / 白糖 / 糖 / 红糖 / 蛆
604-3	n	3	ei	o	i	ɯ	i	a	ə	Ø	e	e	868:1, 4364:1, 3046:2	右边 / 滚 / 背
641-3	n	3	ei	ai	ai	u	au	ua	ei	o	ei	eu	2623:1, 4762:1, 2781:1	梯子 / 每天 / 葫芦
824-3	n	3	ei	ai	e	ĩ	i	æ	o	a	ɛ	a	2287:1, 1601:1, 4645:1	地 / 左边 / 旱地 / 茅草
8-2	n	2	ei	ai	i	i	ʅ	Ø	e	ɑ	Ø	i	5229:1, 1470:2	宽 / 贱
98-2	n	2	ei	ɔ	ɔ	o	aɯ	ei	Ø	ei	y	ɔ	5258:1, 6168:1	赔 / 鼻子 / 鼻涕
113-2	n	2	ei	a	u	õ	i	ua	u	u	Ø	æ̃	1424:1, 4618:1	孙子 / 扛 / 抬 / 挑（水） / 臭虫 / 苍蝇 / 虱子 / 蚂蚁 / 蚯蚓 / 蛔虫
206-2	n	2	ei	ai	Ø	õ	au	əu	Ø	ə	Ø	ẽ	3082:1, 1551:1	尾巴 / 灯 / 灯笼
351-2	n	2	ei	Ø	o	ə̃	u	o	i	ɑ	ei	a	140:1, 2241:1	下午 / 中午 / 旁边
559-2	n	2	ei	a	ua	u	a	ə	a	a	ei	a	3791:2, 5911:1	孤儿 / 笋 / 香
625-2	n	2	ei	ei	a	u	au	ə	u	ɑ	Ø	a	4634:2, 6064:2	茄子 / 麻子
628-2	n	2	ei	ai	au	õ	aɯ	Ø	o	o	au	e	5609:1, 2417:1	木耳 / 甜 / 钩子
630-2	n	2	ei	ei	ɔ	i	ɯ	u	i	e	a	ei	4764:2, 1284:1	冬瓜 / 南瓜 / 大家 / 果子 / 橘子 / 瓜 / 瓜子 / 茄子 / 萝卜 / 葫芦 / 西瓜 / 辣椒 / 黄瓜
833-2	n	2	ei	ei	e	a	ɯ	a	ei	i	ɛ	oi	3030:1, 896:1	名字 / 渴
881-2	n	2	ei	i	ua	a	aɯ	ə	a	e	ɛ	Ø	4957:2, 3931:1	白糖 / 糖 / 红糖 / 蜘蛛
1018-2	n	2	ei	ai	au	o	au	æ	Ø	Ø	Ø	i	4943:2, 3149:1	照 / 蛋黄
789-1	n	1	ei	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ua	æ	775:2	南瓜
14-14	n	14	e	e	a	ẽ	aɯ	æ	e	e	a	ẽ	2229:1, 3165:1, 5973:1, 3756:1, 3760:1, 736:2, 6108:1, 245:2, 2760:1, 5654:2, 528:1, 640:1, 1771:1, 2108:1	亮 / 初一 / 初三 / 初二 / 剪刀 / 十二月 / 念 / 提 / 新 / 母亲 / 熟 / 穿（衣） / 穿（鞋） / 红 / 老鼠 / 蛇 / 锅 / 高 / 黄 / 黄牛 / 黄鼠狼
205-13	n	13	e	ei	o	ə̃	u	o	a	ɑ	ei	ei	1302:1, 5775:1, 271:1, 2675:1, 6219:1, 530:1, 905:1, 3846:1, 1294:1, 5163:1, 4744:1, 338:1, 5800:1	今天 / 位（客） / 初一 / 初三 / 初二 / 只（鸡） / 后天 / 天 / 太阳 / 棵（树） / 每天 / 箭 / 萝卜 / 话 / 问 / 雪 / （线）断
323-13	n	13	e	ei	ua	a	a	a	i	i	ɛ	æ	451:2, 3505:2, 3302:1, 4060:1, 1352:1, 1981:1, 3574:1, 2035:1, 1652:1, 4216:1, 1872:2, 2612:1, 2536:1	六月 / 奶汁 / 干枯 / 扇子 / 抢 / 拿 / 柴刀 / 桥 / 汤 / 犁 / 猪 / 猪油 / 猪肉 / 百 / 眼泪 / 绳子 / 耕 / 野猪
992-9	n	9	e	i	ua	u	a	a	a	ɑ	i	e	379:1, 192:2, 2120:1, 4222:1, 5418:1, 6223:2, 4805:2, 692:1, 2385:2	买 / 做 / 包谷 / 搓 / 木匠 / 绿 / 耙 / 蓝 / 过（桥） / （衣）破
961-7	n	7	e	ei	ai	e	ai	e	e	e	a	e	1364:2, 2116:1, 650:2, 1786:1, 1787:1, 5767:2, 1820:1	割（草） / 女儿 / 妹妹 / 姑娘 / 怕 / 成 / 插 / 闪
72-5	n	5	e	e	u	ɯ	y	əu	y	e	a	i	1423:1, 1422:1, 4861:1, 1365:1, 5533:1	妹妹 / 孙子 / 弟弟 / 臭 / 虾 / 醒
476-5	n	5	e	ei	e	ĩ	au	e	a	ɑ	a	a	39:1, 1575:1, 1815:1, 2053:1, 5953:1	三月 / 层 / 懒 / 指甲 / 马 / 马鞍
586-5	n	5	e	ei	ua	u	a	ə	a	ɑ	a	a	2756:1, 1905:1, 674:1, 6047:1, 3790:2	勤快 / 打鸣 / 死 / 笋 / 鸽子
108-4	n	4	e	ei	a	ã	a	a	a	o	e	a	270:2, 275:1, 1518:1, 178:1	也 / 今天 / 今年 / 小孩
342-4	n	4	e	ei	i	i	i	ei	i	i	ei	i	707:2, 4655:1, 5787:1, 5249:1	十一 / 茶 / 贼 / 集市
529-4	n	4	e	Ø	ua	a	a	a	e	æ	Ø	ue	1096:2, 2598:2, 5443:1, 3268:2	喇叭 / 桃 / 狐狸 / 连接
1014-4	n	4	e	ei	a	õ	a	ua	e	o	a	ẽ	5038:1, 703:2, 818:2, 5882:2	化 / 去年 / 血 / 飞
29-3	n	3	e	Ø	ua	a	a	ə	i	e	ɛ	æ	4489:1, 2634:1, 5434:1	梳子 / 腿 / 进（屋）
71-3	n	3	e	e	a	ẽ	e	æ	ɛ	e	ɛ	a	3974:2, 5054:1, 5862:1	红糖 / 衣袋 / 韭菜 / 麻袋
172-3	n	3	e	ei	ua	ə̃	a	o	a	ɑ	i	e	3572:1, 2905:2, 771:1	卖 / 没有 / 眼泪
188-3	n	3	e	a	e	e	i	e	a	ə	u	o	3782:1, 3728:1, 2296:1	坟墓 / 明天 / 稠（浊） / 竹子 / 筛子 / 脖子
280-3	n	3	e	e	i	ẽ	Ø	i	e	i	e	e	357:1, 4591:1, 3765:1	信 / 窄 / 花生
317-3	n	3	e	ei	i	i	i	ei	i	i	i	i	527:2, 2688:1, 2799:1	初一 / 椅子 / 水牛
462-3	n	3	e	ei	ua	ə̃	a	o	a	ɑ	i	i	3550:2, 3423:1, 568:1	刮 / 甑子 / 眉毛
514-3	n	3	e	ei	Ø	a	i	i	a	e	ua	a	2405:1, 3373:1, 2297:1	明天 / 木板 / 瓜 / 瓜子 / 黄瓜
660-3	n	3	e	e	a	õ	ɯ	ua	e	o	e	æ̃	1500:2, 5012:2, 3874:2	将来 / 篱笆 / 融化
1047-3	n	3	e	e	ua	ẽ	ua	æ	e	e	e	æ	5120:1, 3565:1, 3628:1	真 / 砖 / 裙子
64-2	n	2	e	ei	Ø	a	a	o	i	ei	ɛ	e	4975:1, 4966:1	蜜蜂 / 蜜（稠）
233-2	n	2	e	Ø	Ø	õ	a	ɔ	a	ɑ	Ø	oi	465:1, 5884:1	冬瓜 / 饭
357-2	n	2	e	ai	a	ə	ai	ua	ɛ	e	ei	æ̃	6192:1, 2726:1	橘子 / 虾 / （应）该
398-2	n	2	e	a	i	i	ʅ	ei	e	e	u	u	8:1, 5383:1	七月 / 轻
445-2	n	2	e	a	o	Ø	Ø	a	ei	e	eu	a	2559:2, 1531:1	尖 / 树干
472-2	n	2	e	Ø	i	ɛ	Ø	æ	əu	u	o	ɔ	2936:1, 5365:1	泡 / 转动
531-2	n	2	e	o	a	ã	Ø	ua	e	e	eu	e	5248:1, 820:1	今年 / 去年 / 贼
609-2	n	2	e	i	e	Ø	Ø	a	e	e	e	ẽ	3086:1, 1240:2	填 / 灯 / 灯笼
612-2	n	2	e	a	Ø	a	ɯ	ɪ	a	a	ei	ei	5392:2, 2316:1	星星 / 茅草 / 辣
859-2	n	2	e	e	e	ĩ	i	e	a	o	a	a	349:1, 1658:2	你们 / 平
877-2	n	2	e	ei	i	a	i	i	a	ɑ	a	a	4152:1, 4933:1	七月 / 八月 / 六月 / 十月 / 月亮 / 翅膀 / 蛋白
902-2	n	2	e	ei	a	ə̃	aɯ	o	a	i	e	a	908:1, 3910:1	后天 / 昨天 / 粟
952-2	n	2	e	o	i	a	i	i	a	ɑ	o	ɔ	36:1, 5529:1	三月 / 九月 / 二月 / 五月 / 四月 / 醒
1059-2	n	2	e	i	a	ə̃	e	e	ɛ	e	e	e	1666:1, 5355:1	年纪 / 车
1065-2	n	2	e	e	e	a	Ø	o	u	o	a	a	3810:1, 3602:1	矮、低 / 等
516-1	n	1	e	ei	ua	ə̃	a	o	a	a	i	e	3577:1	眼睛
567-1	n	1	e	-	a	ã	i	a	a	o	e	a	5431:2	这
797-1	n	1	e	ei	ua	a	a	a	ə	i	ɛ	æ	801:1	厚
800-1	n	1	e	Ø	ua	a	a	a	i	i	e	æ	2955:1	洗（碗）
846-1	n	1	e	ei	ua	ə̃	a	Ø	a	ɑ	i	ei	2366:2	有
923-1	n	1	e	Ø	o	Ø	Ø	Ø	Ø	Ø	a	eɯ	2277:1	早晨
968-6	n	6	au	au	eu	ə	ey	ɯ	e	e	o	o	5678:1, 3833:2, 3110:1, 2582:1, 5219:1, 196:1	争 / 抢 / 柴 / 树梢 / 火 / 炸 / 筷子 / 货物 / 锍
591-5	n	5	au	ɔ	ɔ	ə	au	o	o	o	eu	eu	1119:1, 331:1, 4854:1, 185:1, 5606:1	书 / 伞 / 喝 / 斗笠 / 纸 / 虹 / 钩子
73-4	n	4	au	ɔ	au	ə	o	o	o	o	o	ɔ	3098:1, 6222:1, 1636:1, 3170:1	帽子 / 开（门） / 灶 / 熬 / （花）开
861-4	n	4	au	a	i	ĩ	ə	æ	u	ə	ue	æ̃	5952:1, 2808:1, 2641:1, 4931:2	棉絮 / 水瓢 / 蛋白 / 马鞍
81-3	n	3	au	ɔ	i	ẽ	Ø	e	e	e	ɛ	æ	3824:1, 2604:1, 633:1	剪 / 桌子 / 筛
151-3	n	3	au	Ø	ɔ	a	au	o	a	u	i	ɔ	1899:1, 116:1, 5160:1	不 / 手镯 / 记得
325-3	n	3	au	o	ua	u	a	ə	a	ɑ	ɔ	a	1991:1, 3501:2, 5686:1	抱 / 白菜 / 错
654-3	n	3	au	ɔ	ɔ	o	Ø	o	u	u	u	ɔ	5429:1, 1324:1, 5476:1	头巾 / 还帐 / 逃跑
670-3	n	3	au	a	i	o	i	u	u	ə	ɛ	a	2432:1, 3106:1, 3197:1	指甲 / 杉树 / 炒 / 爪子 / 祖母 / 肩膀 / 背
1048-3	n	3	au	ɔ	Ø	ə	y	o	u	y	au	a	6176:2, 4327:2, 3617:2	石磨 / 肺 / 鼻涕
70-2	n	2	au	au	u	ə	a	əu	a	ə	o	ɔ	4154:1, 4426:1	尾巴 / 斧子 / 树根 / 棉衣 / 眼睛 / 翅膀 / 脑髓 / 腿 / 衣 / 鳞
79-2	n	2	au	a	Ø	ə	ɯ	ua	a	ɑ	eu	a	1195:1, 861:1	台阶 / 坏 / 影子 / 旁边 / 树根 / 裤子 / 门
95-2	n	2	au	u	eu	ə	au	ə	o	o	o	ei	4279:1, 2090:1	捡 / 痒 / 肚脐
483-2	n	2	au	o	eu	ə̃	ə	ə	o	o	ua	o	1078:1, 3483:2	啄木鸟 / 白 / 白糖 / 白菜
548-2	n	2	au	i	a	ẽ	a	æ	e	ei	ɛ	æ	4756:2, 2337:1	晒 / 葡萄
597-2	n	2	au	e	a	ã	a	a	u	i	a	ẽ	4919:1, 5103:1	蛇 / 被子
691-2	n	2	au	o	Ø	ə	i	Ø	u	ɛ	au	ɔ	5331:1, 3005:1	浮 / 蹄
725-2	n	2	au	a	ɔ	o	a	o	a	ɑ	au	æ̃	3472:1, 4665:1	痩 / 茶叶 / 高粱
778-2	n	2	au	a	eu	ə	ey	əu	o	o	o	a	4745:1, 1235:1	堵塞 / 壳儿 / 皮 / 皮肤 / 萝卜
939-2	n	2	au	o	u	Ø	au	o	a	ɑ	e	a	4742:1, 294:2	仓库 / 萝卜
1025-2	n	2	au	o	e	o	au	æ	y	u	ue	ue	5467:1, 281:1	从前 / 退
139-1	n	1	au	Ø	Ø	Ø	Ø	ua	Ø	Ø	o	Ø	5665:1	锉子
892-7	n	7	ai	e	ai	e	ai	e	ɛ	e	a	æ	6033:1, 3764:1, 2078:1, 4264:1, 3157:1, 2029:1, 5768:1	拴（牛） / 捆绑 / 母鸡 / 熊 / 牛肉 / 猪肉 / 瘦肉 / 窄 / 羊肉 / 肉 / 肥肉 / 闪 / 鸡冠
119-4	n	4	ai	a	o	ə̃	i	o	ə	ə	ei	ei	1343:1, 3041:1, 150:1, 258:1	中间 / 人 / 女儿 / 女婿 / 姑娘 / 小孩 / 湿
43-3	n	3	ai	e	ai	e	ai	o	o	ɑ	a	æ	6029:1, 4178:1, 2171:1	故事 / 老头儿 / 鸡
84-3	n	3	ai	o	ua	õ	au	a	u	Ø	eu	eu	3034:1, 2793:1, 1285:1	大家 / 水桶 / 水瓢 / 水缸 / 游
648-3	n	3	ai	e	Ø	ɛ	Ø	i	e	ei	e	e	2773:1, 2764:1, 2758:1	母亲 / 母牛 / 母鸡
963-3	n	3	ai	e	ai	ə	ai	e	i	e	a	e	1333:1, 4826:1, 4316:1	夹 / 牛肉 / 猪肉 / 瘦肉 / 羊肉 / 肉 / 肥肉 / 藏
1002-3	n	3	ai	i	a	i	ai	æ	e	e	ɛ	æ	3221:1, 1451:1, 556:1	别人 / 害羞 / 牌 / 老太太
246-2	n	2	ai	e	ai	u	e	e	ɛ	e	a	æ	1147:1, 4294:2	公鸡 / 四月 / 肝 / 鸡
349-2	n	2	ai	ei	ai	Ø	o	e	ɛ	æ	ei	æ	41:1, 3296:1	上午 / 猜
397-2	n	2	ai	Ø	eu	ə	ey	a	u	o	ɛ	æ	3500:1, 1779:1	怀孕 / 白菜
453-2	n	2	ai	u	ua	ɯ	i	Ø	u	u	Ø	æ	5860:1, 4889:1	蚊子 / 韭菜
465-2	n	2	ai	o	ua	ə	o	a	u	o	e	u	5677:1, 5619:1	火药 / 钳子 / 锍
479-2	n	2	ai	e	ai	ẽ	Ø	æ	ɛ	i	ei	æ	2167:1, 4072:1	改 / 编（篮子）
1040-2	n	2	ai	Ø	i	ɛ	ɿ	ɿ	ɿ	i	a	Ø	581:1, 4171:1	刷子 / 老太太
32-1	n	1	ai	o	a	ã	aɯ	Ø	u	o	Ø	u	4772:2	葱
31-23	n	23	a	a	a	ã	aɯ	a	u	o	u	u	4:1, 3397:1, 5555:1, 927:1, 2575:1, 3004:1, 2661:1, 1260:1, 108:1, 3117:1, 3694:1, 5971:1, 3757:1, 481:1, 207:1, 5910:1, 3959:2, 2866:1, 952:1, 5874:1, 4221:1, 2868:1, 4444:1	七 / 下（雨） / 二十 / 二月 / 凳子 / 十七 / 吠 / 吹火筒 / 外边 / 树根 / 棉衣 / 池塘 / 浮 / 烟 / 牵 / 瓜藤 / 秤 / 穿（衣） / 累 / 耙 / 脖子 / 藤子 / 重 / 门 / 风箱 / 香 / 骨头
107-20	n	20	a	a	o	ə̃	u	o	a	ɑ	ei	ei	3600:1, 2267:1, 3054:1, 4794:1, 5261:1, 6212:1, 4848:1, 136:1, 1831:2, 1338:1, 5798:1, 432:1, 3134:1, 3137:1, 51:2, 3703:2, 5419:2, 3422:1, 977:1, 2505:2	上边 / 个（蛋） / 儿子 / 公牛 / 分 / 发烧 / 和 / 天 / 女儿 / 孤儿 / 小孩 / 我 / 我们 / 旧 / 星星 / 柜子 / 满 / 热 / 煤 / 父亲 / 牛犊 / 甑子 / 短 / 秧 / 给 / 自己 / 蒸 / 虱子 / 赠送 / 过（桥） / 雪 / （牛）角
149-16	n	16	a	a	o	a	i	i	a	ɑ	a	a	2357:1, 133:2, 5093:2, 5305:2, 117:1, 121:1, 1008:2, 3734:1, 1063:1, 1097:1, 5149:1, 3856:1, 1385:1, 4604:1, 467:1, 5700:1	不 / 不是 / 两 / 冬瓜 / 哑巴 / 唱 / 喇叭 / 姐姐 / 月 / 没有 / 穷 / 箱子 / 芽 / 葫芦 / 袜子 / 解开 / 跛子 / 锤子
581-10	n	10	a	a	a	u	aɯ	a	a	ɑ	a	a	3432:1, 5909:1, 14:1, 2235:1, 2497:1, 2191:1, 1245:1, 1630:1, 5575:1, 126:1	丈 / 丑 / 墙 / 屁股 / 帮助 / 敢 / 方 / 架子 / 甜 / 钉耙 / 香
962-10	n	10	a	a	au	õ	o	ɔ	u	o	a	a	2343:1, 3460:1, 934:2, 1233:1, 3811:1, 4389:2, 62:1, 2961:1, 475:1, 1177:2	下午 / 冷 / 听 / 圆 / 埋 / 晚上 / 洞 / 疼 / 病 / 等 / 胖
1073-7	n	7	a	a	ua	u	a	a	u	o	a	a	4288:1, 3070:1, 154:1, 2801:1, 802:1, 5574:2, 5961:1	乌鸦 / 厨房 / 水牛 / 火药 / 肛门 / 药 / 钉耙 / 骂
330-6	n	6	a	a	o	õ	au	a	u	ə	eu	eu	2789:1, 1359:1, 4144:1, 1358:2, 885:1, 3799:2	叶子 / 好 / 戴（帽） / 树 / 水 / 笑 / 美
63-5	n	5	a	a	o	ə	o	o	u	u	ɔ	u	3563:1, 6058:1, 1069:1, 4046:1, 4170:1	咬 / 啃 / 看见 / 祖母 / 织（布） / 老太太 / 鸭子 / 鹅
223-5	n	5	a	a	i	a	ɯ	ɿ	a	a	ei	a	231:2, 4482:2, 4783:2, 555:1, 1553:1	五 / 五月 / 别人 / 尿 / 腰 / 蒜
565-5	n	5	a	a	o	ə	ə	ua	o	o	a	a	17:1, 3536:2, 4190:1, 4490:1, 3454:1	丈夫 / 下巴 / 别人 / 叶子 / 嘴，口 / 墙 / 尾巴 / 手镯 / 扬尘 / 旗子 / 木板 / 柜子 / 樹枝 / 火 / 灰 / 牌 / 狗 / 留 / 盖（被） / 翅膀 / 老虎 / 胃 / 腿 / 舌 / 葱 / 裙子 / 裹腿布 / 身体 / 野鸡 / 骨头 / 麻雀 / 黄鼠狼
627-5	n	5	a	o	ɔ	o	au	ɔ	əu	əu	o	ɔ	757:2, 3552:2, 359:1, 1139:2, 3368:1	倒（下） / 十四 / 四 / 毛 / 球 / 眉毛
823-5	n	5	a	e	ua	a	a	a	a	ɑ	a	æ	655:1, 427:1, 372:1, 2942:1, 262:1	什么 / 假 / 八月 / 劈 / 泥巴 / 野猪
433-4	n	4	a	a	i	a	a	i	i	e	ɿ	a	2890:2, 599:1, 1025:1, 1208:1	剁 / 哥哥 / 块 / 沙子 / 砍（骨头）
527-4	n	4	a	e	o	õ	au	a	u	o	i	ei	2882:1, 881:2, 5131:1, 5937:1	叶子 / 掉 / 沉 / 茶叶 / 落 / 裹腿布 / 马蜂 / 马蜂窝
